Permit Class Mapped,Original Zip,Original Address,Property Legal Description,Total Job Valuation,Total Existing Bldg SQFT,Project Name,Day Issued,Contractor Company Name,Contractor Zip
Residential,78744.0,6907 ONION CROSSING DR,LOT 3 BLK J ONION CREEK FOREST SEC 2 AMENDED,4800.0,1020.0,6907 ONION CROSSING DR,FRIDAY,AAR Inc.,78642
Residential,78744.0,6909 ONION CROSSING DR,LOT 2 BLK J ONION CREEK FOREST SEC 2 AMENDED MH 2029562847,4800.0,1311.0,6909 ONION CROSSING DR,FRIDAY,AAR Inc.,78642
Residential,78705.0,305 W 38TH ST,LOT 18 BLK 2 OLT 77 DIV D LAKEVIEW ADDN,1000.0,400.0,305 W 38TH ST,FRIDAY,"EBC, Inc.",78716
Residential,78702.0,2402 E 11TH ST,LOT 15 BLK 4 GRANDVIEW PLACE,5000.0,0.0,2402 E 11TH ST,THURSDAY,,78617
Residential,78702.0,2400 E 11TH ST,LOT 16 BLK 4 GRANDVIEW PLACE,5000.0,0.0,2400 E 11TH ST,THURSDAY,,78617
Residential,78703.0,2520 SPRING LN,253 AC OF LOT 1 BLK A MONTE VISTA NO 2,5000.0,0.0,2520 SPRING LN,FRIDAY,D.A.R Construction MAIN,78714-2028
Residential,78703.0,1305 W 29TH ST,,5000.0,0.0,1305 W 29TH ST,FRIDAY,D.A.R Construction MAIN,78714-2028
Residential,78703.0,1303 W 29TH ST,,5000.0,0.0,1303 W 29TH ST,FRIDAY,D.A.R Construction MAIN,78714-2028
Commercial,78705.0,708 W 25TH ST,087 AC OF OLT 52 DIVISION D  S 26FT OF LOT 21  LOT 2224 WOOTEN GOODALL SUBD,15000.0,8000.0,708 W 25TH ST,MONDAY,"Total Demolition, Inc.",78617
Commercial,78757.0,1012 W ANDERSON LN,387AC OF LOT 1 RSB LT 1B ANDERSON SQUARE SEC 2,10000.0,0.0,1012 W ANDERSON LN,TUESDAY,"Scott Collard Home Improvement, Inc.",78745
Commercial,78753.0,11110 TOM ADAMS DR,ABS 29 SUR 58 APPLEGATE J ACR 24644,10000.0,0.0,11110 TOM ADAMS DR,FRIDAY,DEAA Corporation,75703
Commercial,78705.0,702 W 25TH ST,087 AC OF OLT 52 DIVISION D  S 26FT OF LOT 21  LOT 2224 WOOTEN GOODALL SUBD,7000.0,6000.0,702 W 25TH ST,FRIDAY,"Total Demolition, Inc.",78617
Commercial,78745.0,6201 S CONGRESS AVE,94 ACR OF LOT B DAVIS R O ADDN REVISED,5000.0,0.0,6201 S CONGRESS AVE,TUESDAY,FOREMAN KYLE L,77642 7604
Residential,78721.0,1144 GUNTER ST,,5000.0,0.0,1144 GUNTER ST,WEDNESDAY,A & R Demolition Operations Account,78617
Residential,78702.0,4602 GONZALES ST,S 12554FT OF LOT 2 PLUS ADJ 11FT OF LOT 1 BLK 1 CHUNN SUBD,2000.0,1946.0,4602 GONZALES ST,MONDAY,,78652
Residential,78731.0,5207 VALLEY OAK DR,LOT 16 BLK I RESUB OF PT OF BLK I HIGHLAND PARK WEST,1500.0,320.0,5207 VALLEY OAK DR,FRIDAY,THE FERRELL GROUP,78767
Residential,78746.0,4900 BARCLAY HEIGHTS CT,LOT 2 BLK A BARCLAY SUBD,5000.0,0.0,4900 BARCLAY HEIGHTS CT,TUESDAY,,
Commercial,78703.0,1510 PALMA PLZ,LOT 52A COFFMAN ROXAN ADDN,12500.0,1976.0,1510 PALMA PLZ,TUESDAY,DAKTERIS KARL F,92691 6679
Residential,78704.0,1509 NICKERSON ST,LOT 5 BLK 17 SWISHER ADDN,5000.0,0.0,1509 NICKERSON ST,THURSDAY,D.A.R Construction MAIN,78714-2028
Residential,78731.0,2805 W 45TH ST,LOT 15 BLK A HIGHLAND PARK,7000.0,1250.0,2805 W 45TH ST,WEDNESDAY,Madina's Bobcat Incorporated,
Residential,78703.0,2202 BONITA ST,LOT 182A BLK A TARRYTOWN OAKS AMENDED PLAT OF LOTS 180184,5000.0,0.0,2202 BONITA ST,THURSDAY,D.A.R Construction MAIN,78714-2028
Residential,78757.0,2107 PAYNE AVE,LOT 2 BLK B BELLAIRE,2000.0,0.0,2107 PAYNE AVE,TUESDAY,,78757
Residential,78702.0,2033 E 5TH ST,LOT 4  6  PT OF LOTS 35 OLT 8 DIV O MUSGROVE SUBD  LOT A MUSGROVE SUBD PHS 2 PLUS ADJ ALLEY,3600.0,1100.0,2033 E 5TH ST,WEDNESDAY,A & R Demolition Operations Account,78617
Residential,78704.0,303 W ANNIE ST,W 59FT OF LOT 12 BLK 4B NEWNING  WARNERS SUBD,1000.0,1100.0,303 W ANNIE ST,WEDNESDAY,,78746-7268
Residential,78702.0,2312 E 8TH ST,LOT 10 BLK 24 GRANDVIEW PLACE,5000.0,0.0,2312 E 8TH ST,WEDNESDAY,,78619
Residential,,11498-11605 Q RANCH RD,,8000.0,1600.0,11604 Q RANCH RD,MONDAY,Single Stone Homes,78611
Commercial,78617.0,2525 E SH 71 WB,LOT 1A BERGSTROM VILLAGE NO 1 AMENDED LOT AE BERGSTROM VILLAGE NO 4,25000.0,0.0,2525 E SH 71 WB,FRIDAY,A & R Demolition Operations Account,78617
Commercial,78705.0,1201 W 38TH ST,LOT 1 SETON MEDICAL CENTER ADDN NO 2,10000.0,1800.0,1201 W 38TH ST,FRIDAY,,78705
Commercial,78752.0,7629 N IH 35 SVRD NB,LOT 1 BRIDGE CREEK SEC 2,16000.0,5700.0,7629 N IH 35 SVRD NB,MONDAY,,78612
Residential,78759.0,11618 Q RANCH RD,LOT 17 BLK A Q RANCH SUBD,8000.0,1600.0,11614 Q RANCH RD,MONDAY,Single Stone Homes,78611
Residential,78705.0,913 E 38TH ST,LOT 6 BLK 1 OLT 21 DIV C SUNNY RIDGE ADDN,3000.0,414.0,913 E 38TH ST,MONDAY,PCS Design,78723
Residential,78745.0,1804 CROWN DR,LOT 3 BLK A SINGING HILLS SEC 1,5000.0,0.0,1804 CROWN DR,WEDNESDAY,,78612
Residential,78758.0,1109 PLYMOUTH DR,LOT 8 BLK F JAMESTOWN SEC 3,100.0,250.0,1109 PLYMOUTH DR,MONDAY,,78758 7437
Residential,78751.0,5509 AVENUE G,LOT 2728 BLK 36 HIGHLANDS THE,500.0,768.0,5509 AVENUE G,MONDAY,,
Residential,78703.0,3706 MEADOWBANK DR,LOT 7 BLK D BROWN HERMAN ADDN NO 2 SEC 4,30000.0,500.0,3706 MEADOWBANK DR,MONDAY,Philip Hogan Inc DBA Hogan Demolition Co.,78642
Residential,78703.0,1418 PRESTON AVE,E 15 FT OF LOT 23 W 5 FT OF LOT 4 BLK 17 PEMBERTON HEIGHTS SEC 8,11000.0,2290.0,1418 PRESTON AVE,MONDAY,,78734
Commercial,78701.0,600 E 6TH ST,LOT 1 BLK A KAHAN SUBD TOTAL SQ FT 5183,10000.0,1910.0,600 E 6TH ST,MONDAY,WTF INVESTMENTS,78701
Residential,78703.0,3215 EXPOSITION BLVD,LOT 1 RICHARDSON SUBD,30000.0,3300.0,3215 EXPOSITION BLVD,TUESDAY,Habitat For Humanity,78746
Residential,78702.0,2930 E 12TH ST,,300.0,746.0,2930 E 12TH ST,THURSDAY,Pyr Properties LLC,78702
Residential,78751.0,5000 AVENUE F,S 75FT OF LOT 1 BLK 6 HEGMAN SUBD,5000.0,0.0,5000 AVENUE F,TUESDAY,"Hassaw Homes, Inc.",78751
Residential,78703.0,2706 MACKEN ST,LOT 8 BROWN HERMAN ADDN NO 2 SEC 2,8000.0,3265.0,2706 MACKEN ST,FRIDAY,Eric Harrison Builders,78731
Residential,78702.0,2915 E 12TH ST,05680 AC OF OLT 14 DIVISION B,0.0,0.0,2915 E 12TH ST,TUESDAY,,78723
Residential,78705.0,405 W 35TH ST,LOT 19 LESS N10FT OF BLK 5 OLT 77 DIV D BUDDINGTON SUBD,3500.0,800.0,405 W 35TH ST # B,TUESDAY,DAR Construction,78714-2028
Residential,78704.0,803 GARNER AVE,LOT 2931 BLK B BARTON HEIGHTS,5000.0,0.0,803 GARNER AVE,FRIDAY,Melde Construction Company (Main),78701
Residential,78756.0,4906 SHOAL CREEK BLVD,N 75' OF LOT 11 SHOALMONT ADDN SEC 2,4000.0,1800.0,4906 SHOAL CREEK BLVD,FRIDAY,Habitat For Humanity,78746
Residential,78756.0,4207 SHOALWOOD AVE,,1000.0,600.0,4207 SHOALWOOD AVE,TUESDAY,Homewerks,78704
Residential,78704.0,2112 ANN ARBOR AVE,LOT 4 AVON HEIGHTS SEC 6,2000.0,400.0,2112 ANN ARBOR AVE,THURSDAY,Blue Rain Construction,78748
Residential,78702.0,2103 E 18TH ST,,10000.0,1030.0,2103 E 18TH ST,TUESDAY,,78702
Residential,78756.0,4615 SHOALWOOD AVE,LOT 13 BLK 28 ROSEDALE G,4000.0,888.0,4615 SHOALWOOD AVE,WEDNESDAY,DAR Construction,78714-2028
Residential,78751.0,5210 AVENUE G,LOT 1112 BLK 46 HIGHLANDS THE,5000.0,0.0,5210 AVENUE G,FRIDAY,,78751
Residential,78702.0,2316 SANTA ROSA ST,LOT 2 BLK 6 OLT 10 DIV O INDUSTRIAL ADDN ANNEX,5000.0,0.0,2316 SANTA ROSA ST,FRIDAY,EFC Builders LTD,78602
Residential,78751.0,945 E 51ST ST,LOT 1112 LESS N15 FT BLK K RIDGETOP,6000.0,1200.0,945 E 51ST ST,THURSDAY,"Sisk-Robb, Incorporated",78646
Commercial,78701.0,301 E 6TH ST,LOT 12 BLOCK 058 ORIGINAL CITY TOTAL SQ FT 5888,1000.0,138.0,301 E 6TH ST,MONDAY,Madera Construction,
Commercial,78701.0,301 E 6TH ST,LOT 12 BLOCK 058 ORIGINAL CITY TOTAL SQ FT 5888,4000.0,2000.0,301 E 6TH ST,MONDAY,Madera Construction,
Residential,78702.0,1708 HARVEY ST,,20000.0,1500.0,1708 HARVEY ST,MONDAY,"Lossen Brothers, Inc.",78681
Residential,78702.0,1708 HARVEY ST,,17000.0,1300.0,1708 HARVEY ST,MONDAY,"Lossen Brothers, Inc.",78681
Residential,78744.0,6903 ONION CROSSING CT,LOT 17 BLK J ONION CREEK FOREST SEC 2 AMENDED,9901.0,1478.0,6903 ONION CROSSING CT,TUESDAY,"Sisk-Robb, Incorporated",78646
Residential,78751.0,5401 DUVAL ST,LOT 13 BLK 30 HIGHLANDS THE,4500.0,836.0,5401 DUVAL ST,TUESDAY,Austin Habitat For Humanity,78702
Residential,78751.0,4400 AVENUE F,LOT 1 BLK A VIEW ON SHIPE PARK THE,8000.0,1512.0,4400 AVENUE F,FRIDAY,Lonestar Demolition,
Residential,78751.0,4402 AVENUE F,LOT 2 BLK A VIEW ON SHIPE PARK THE,12000.0,1992.0,4402 AVENUE F,FRIDAY,Lonestar Demolition,
Residential,78751.0,4404 AVENUE F,LOT 2223 BLK 4 HYDE PARK ADDN NO 1,7000.0,864.0,4404 AVENUE F,FRIDAY,Lonestar Demolition,
Residential,78759.0,3805 CROWNCREST CV,LOT 12 BALCONES HILLS SEC 2,2500.0,400.0,3805 CROWNCREST CV,MONDAY,TJ Wendel & Associates Inc,78755
Residential,78744.0,6905 SHADY CEDAR DR,LOT 15 BLK D ONION CREEK FOREST SEC 2 AMENDED TITLE CANCELED TO REAL ESTATE,4664.0,1232.0,6905 SHADY CEDAR DR,TUESDAY,"Sisk-Robb, Incorporated",78646
Residential,78744.0,5303 SAND HILL DR,LOT 2 BLK G ONION CREEK FOREST SEC 1 MH ZWK75144918,7767.0,2187.0,5303 SAND HILL DR,TUESDAY,"Sisk-Robb, Incorporated",78646
Residential,78744.0,6905 S PLEASANT VALLEY RD,LOT 25 BLK H ONION CREEK FOREST SEC 4,11792.0,2317.0,6905 S PLEASANT VALLEY RD,TUESDAY,"Sisk-Robb, Incorporated",78646
Residential,78744.0,6904 ONION CROSSING DR,LOT 4 BLK H ONION CREEK FOREST SEC 2 AMENDED MH S60148630PC ARTCRAFT,2936.0,812.0,6904 ONION CROSSING DR,TUESDAY,"Sisk-Robb, Incorporated",78646
Residential,78744.0,6908 ONION CROSSING CT,LOT 23 BLK J ONION CREEK FOREST SEC 2 AMENDED MH S0641211970,4460.0,910.0,6908 ONION CROSSING CT,FRIDAY,"Sisk-Robb, Incorporated",78646
Residential,78702.0,3507 E CESAR CHAVEZ ST,03360AC LOT 1 BLK 6 OLT 1516 DIV O TANNEHILL J C,5000.0,1000.0,3507 E CESAR CHAVEZ ST,MONDAY,D.A.R Construction MAIN,78714-2028
Residential,78746.0,2604 STRATFORD DR,LOT 1 WILDERSVILLE ADDN,6500.0,2000.0,2604 STRATFORD DR,TUESDAY,Habitat For Humanity,78746
Residential,78705.0,3101 WHEELER ST,LOT 75 BLK 7 OLT 74 DIV D ALDRIDGE PLACE,400.0,163.0,3101 WHEELER ST,FRIDAY,Austin Interior Remodelers,78756
Residential,78704.0,2300 RUNDELL PL,LOT 5 STENGER A D ADDN,200.0,50.0,2300 RUNDELL PL,MONDAY,Wilmington-Gordon Inc.****MAIN****,78756
Residential,78702.0,1904 TILLOTSON AVE,LOT 3 BLK B OLT 862 DIV B COLLEGE HEIGHTS ADDN,3000.0,1100.0,1904 TILLOTSON AVE,THURSDAY,,78735
Residential,78746.0,62 PASCAL LN,LOT 55 BLK E ROB ROY PHS 2,25000.0,6000.0,62 PASCAL LN,FRIDAY,"Wilde Custom Homes, Inc.",78746
Residential,78702.0,1160 ALAMO ST,,3000.0,930.0,2012 S L DAVIS AVE,FRIDAY,Balentine Properties LLc,78762
Residential,78757.0,1002 MORROW ST,,5000.0,0.0,1002 MORROW ST,FRIDAY,"Modern Masters, Llc (GC record)",78727
Commercial,78704.0,200 LEE BARTON DR,,8000.0,0.0,200 LEE BARTON DR,MONDAY,,78705
Commercial,78704.0,1800 S 5TH ST,LOT 1A2A RESUB OF LOTS 14 LOT 522 BLK P  ADJ VAC ALY BOULDIN JAMES E ADDN,20000.0,10000.0,1800 S 5TH ST,MONDAY,HUO Architects,78701
Residential,78721.0,4804 SANTA ANNA ST,LOT 3 BLK 3 CHERNOSKY NO 8,4000.0,638.0,4804 SANTA ANNA ST,TUESDAY,Camino's Custom Homes,78721
Residential,78702.0,2019 E 11TH ST,,2000.0,700.0,2019 E 11TH ST,THURSDAY,"Yore Real Estate Firm, LLC",78703
Residential,78746.0,1702 CHANNEL RD,LOT 3 WINDY COVE  ABS 329 SUR 2 GRAY T ACR 7340,5000.0,0.0,1702 CHANNEL RD,TUESDAY,,78767
Residential,78731.0,5017 HIGHLAND CT,LOT 2  LESS E10 FT BLK B HIGHLAND PARK COURT,14000.0,1288.0,5017 HIGHLAND CT,THURSDAY,,
Residential,78751.0,900 E 54TH ST,LOT 7 BLK 3 MORNINGSIDE ADDN,2000.0,300.0,900 E 54TH ST,THURSDAY,"Greater Austin Builders, LLC **MAIN**",78605
Residential,78705.0,306 W 34TH ST,,6000.0,1147.0,306 W 34TH ST,THURSDAY,Watermark Homes By David Bratton,78751
Residential,78751.0,5405 BENNETT AVE,,10000.0,1800.0,5405 BENNETT AVE,WEDNESDAY,Hyde Park Homes,78759
Residential,78751.0,5407 BENNETT AVE,S 5748X7997FT OF LOT 9  SW 7X7997FT LOT 10 BLK 3 HILL SUBD,5000.0,750.0,5407 BENNETT AVE,WEDNESDAY,Hyde Park Homes,78759
Residential,78741.0,6006 CLUB TER,LOT 4 CLUB HEIGHTS,90000.0,1433.0,6006 CLUB TER,WEDNESDAY,"Unity Contractor Services, Inc.",78723-1078
Residential,78702.0,1186 OAK GROVE AVE,LOT 11 BLK C OLT 14 DIV B HOMEWOOD HEIGHTS,90000.0,1433.0,1186 OAK GROVE AVE,WEDNESDAY,"Unity Contractor Services, Inc.",78723-1078
Residential,78702.0,819 E 8TH ST,LOT 46 OLT 1 DIV B ROBERTSON S  L M SOUTH PART,12500.0,2200.0,819 E 8TH ST,TUESDAY,A & R Demolition Operations Account,78617
Residential,78702.0,819 E 8TH ST,LOT 46 OLT 1 DIV B ROBERTSON S  L M SOUTH PART,12500.0,2200.0,819 E 8TH ST,TUESDAY,A & R Demolition Operations Account,78617
Commercial,78756.0,1010 W 40TH ST,LOT 17 LESS SW TRI OF  LOT 1821 BLK 1 PLUS VAC ST LEES HILL ADDN,30000.0,3179.0,1010 W 40TH ST,TUESDAY,Philip Hogan Inc DBA Hogan Demolition Co.,78642
Residential,78731.0,4502 BALCONES DR,LOT 4  LESS W49FT AV OF BLK B BALCONES PARK NO 1,1000.0,468.0,4502 BALCONES DR,WEDNESDAY,,78731
Commercial,78741.0,1712 SOUTH LAKESHORE BLVD,LOT 1 LADY BIRD LAKE VILLAGE  LOT 1A SHAMROCK ADDN  69290 ACR OF TRT AB ABS 24 DELVALLE S,10000.0,5000.0,1712 S LAKESHORE BLVD,WEDNESDAY,A & R Demolition Operations Account,78617
Commercial,78741.0,1708 SOUTH LAKESHORE BLVD,LOT 1 LADY BIRD LAKE VILLAGE  LOT 1A SHAMROCK ADDN  69290 ACR OF TRT AB ABS 24 DELVALLE S,10000.0,2775.0,1708 S LAKESHORE BLVD,WEDNESDAY,A & R Demolition Operations Account,78617
Commercial,78741.0,1636 E RIVERSIDE DR,LOT 1 LADY BIRD LAKE VILLAGE  LOT 1A SHAMROCK ADDN  69290 ACR OF TRT AB ABS 24 DELVALLE S,10000.0,2494.0,1636 E RIVERSIDE DR,WEDNESDAY,A & R Demolition Operations Account,78617
Commercial,78741.0,1644 E RIVERSIDE DR,LOT 1 LADY BIRD LAKE VILLAGE  LOT 1A SHAMROCK ADDN  69290 ACR OF TRT AB ABS 24 DELVALLE S,10000.0,2380.0,1644 E RIVERSIDE DR,WEDNESDAY,A & R Demolition Operations Account,78617
Residential,78702.0,1004 1/2 E 7TH ST,,1000.0,800.0,1004 1/2 E 7TH ST,THURSDAY,,78702
Commercial,78758.0,3300 W BRAKER LN,LOT P RREEF DOMAIN LOT P SUBD,5000.0,0.0,3300 W BRAKER LN,TUESDAY,Endeavor Real Estate Group,78703
Residential,78757.0,2107 PAYNE AVE,LOT 2 BLK B BELLAIRE,1500.0,2741.0,2107 PAYNE AVE,THURSDAY,SMART CORPORATION INC,78756 1515
Residential,78731.0,4905 STRASS DR,LOT 3 BLK E RESUB OF BLK C  PT OF B AND E SHOALMONT ADDN SEC 3,32000.0,2300.0,4905 STRASS DR,MONDAY,4905 STRASS LAND TRUST % HOUSEBUYERS INC,78756
Commercial,78751.0,4611 GUADALUPE ST,LOT 1 GARCIA SUBD,100000.0,7507.0,4611 GUADALUPE ST,FRIDAY,A & R Demolition Operations Account,78617
Residential,78744.0,6903 S PLEASANT VALLEY RD,LOT 26 BLK H ONION CREEK FOREST SEC 4,10000.0,2200.0,6903 S PLEASANT VALLEY RD,TUESDAY,"Sisk-Robb, Incorporated",78646
Residential,78744.0,5608 VINE HILL DR,LOT 12 BLK K ONION CREEK FOREST SEC 2 AMENDED,7000.0,1460.0,5608 VINE HILL DR,TUESDAY,"Sisk-Robb, Incorporated",78646
Residential,78731.0,4618 LAKE VW,LOT 9  10  NE TRI OF LOT 8 BLK S HIGHLAND PARK WEST  ABS 744 SUR 1 SILSBEE A 04500 ACR,5000.0,1250.0,4618 LAKE VW,FRIDAY,D.A.R Construction MAIN,78714-2028
Residential,78704.0,1501 HILLMONT ST,LOT 10 BLK C BLUFF VIEW,200.0,0.0,1501 HILLMONT ST,TUESDAY,M Dot Construction,78704
Residential,78722.0,2108 MALDON PL,LOT 8 OLT 47 DIV B FLOURNOY M H SUBD SEC 1,5000.0,0.0,2108 MALDON PL,TUESDAY,"Matrix Homes, L.L.C.",78755
Residential,78721.0,1209 ELEANOR ST,LOT 38 BLK 3 LINCOLN GARDENS NO 1,2000.0,645.0,1209 ELEANOR ST,WEDNESDAY,,78765
Residential,78703.0,3502 CHERRY LN,LOT 2A WALSH PLACE ON LAKE AUSTIN AMENDED PLAT LTS 14 BLK 10,60000.0,1600.0,3502 CHERRY LN,TUESDAY,,
Commercial,78704.0,505 BARTON SPRINGS RD,LOT 1 TEXAS CENTER,21000.0,75.0,505 BARTON SPRINGS RD,MONDAY,Southwest Destructors****MAIN***,78763
Residential,78731.0,5013 WESTFIELD DR,LOT 15 BLK J HIGHLAND VILLAGE SEC 2 PT 2,5000.0,1300.0,5013 WESTFIELD DR,MONDAY,"Mark Dawson Homes, Ltd. (dba Dawson Lupul Builders)",78756
Residential,78722.0,1715 GILES ST,,10000.0,1247.0,1715 GILES ST,TUESDAY,A & R Demolition Operations Account,78617
Residential,78730.0,3113 SKI SHORES TER,LOT 2 MANANA TERRACE LOTS,2000.0,180.0,3113 SKI SHORES TER,TUESDAY,Jimmy Jacobs Custom Homes,78628
Residential,78704.0,133 FREDERICK ST,,8000.0,1200.0,133 FREDERICK ST,WEDNESDAY,TOMMY SPILLAR CONSTRUCTION,78734
Residential,78704.0,1402 BOULDIN AVE,LOT 2A BLK C SOUTH HEIGHTS AMENDED PLAT LTS 12 PT OF 3,3000.0,725.0,1402 BOULDIN AVE,FRIDAY,Richard Mcintyre Building Services,78738
Residential,78703.0,2520 HARRIS BLVD,2700 AC OF LOT 78 BLK 8 PEMBERTON HEIGHTS SEC 2,10000.0,0.0,2520 HARRIS BLVD,THURSDAY,Woodeye Construction & Design,78757
Residential,78737.0,10201 SILVER MOUNTAIN DR,LOT 60 LEWIS MOUNTAIN RANCH PHS 2,25700.0,3500.0,10201 SILVER MOUNTAIN DR,THURSDAY,"Cyclone Construction, LLC dba Ledwik Excavation Services",78737
Residential,78704.0,2307 ALTA VISTA AVE,LOT 2 PLUS 218 SQ FT OF LOT 3 SHERWOOD OAKS SEC 2,5000.0,1200.0,2307 ALTA VISTA AVE,THURSDAY,Seligman Homes,78731
Residential,78703.0,3305 OAKMONT BLVD,N55FT OF LOT 3 BLK 2 BRYKERWOODS E,6000.0,2000.0,3305 OAKMONT BLVD,FRIDAY,Risinger Homes LP****Main*****,78758
Residential,78757.0,1007 TAULBEE LN,,5000.0,2400.0,1007 TAULBEE LN,FRIDAY,D.A.R Construction MAIN,78714-2028
Residential,78703.0,2801 BONNIE RD,LOT 19 WESTENFIELD NO 1,10000.0,0.0,2801 BONNIE RD,FRIDAY,,78669
Residential,78702.0,2608 E 6TH ST,,3000.0,0.0,2608 E 6TH ST,FRIDAY,"Cobalt Companies, LLC***MAIN***",78757
Commercial,78704.0,3001 S CONGRESS AVE,LOT 252829  E PT OF LOT 32  PTS OF LOT 3031 LESS W10FT ROBARDS SUBD,40000.0,0.0,3001 S CONGRESS AVE,FRIDAY,"Sisk-Robb, Incorporated",78646
Residential,78704.0,2200 THORNTON RD,,10000.0,1800.0,2200 THORNTON RD,FRIDAY,"Urban Home Builders, LLC",78704
Residential,78703.0,1315 MERIDEN LN,N 1244 FT OF LOT 6 BLK 3 WESTFIELD A,10000.0,2500.0,1315 MERIDEN LN,FRIDAY,Cross Timbers Construction LLC,78645
Residential,78704.0,3009 FONTANA DR,LOT 5 BLK C SOUTH PARK SEC 1,1500.0,600.0,3009 FONTANA DR,WEDNESDAY,,78681
Commercial,78701.0,409 COLORADO ST,LOT 9 BLOCK 043 ORIGINAL CITY PLUS PART VAC STREET,15000.0,4500.0,409 COLORADO ST,WEDNESDAY,A & R Demolition Operations Account,78617
Residential,78704.0,1708 NEWTON ST,LOT 5  S 2465 OF LOT 4 BLK 3B NEWNING  WARNERS SUBD,4000.0,1200.0,1708 NEWTON ST,THURSDAY,A & R Demolition Operations Account,78617
Residential,78722.0,1715 E 32ND ST,E25FT OF LOT 9   W40FT OF LOT 10 OLT 33 DIV C FOREST HILLS C,800.0,320.0,1715 E 32ND ST,WEDNESDAY,Austin Habitat For Humanity,78702
Residential,78741.0,6106 RICHARDSON LN,2500AC OF LOT 14 BROWN J GORDON SUBD,900.0,652.0,6106 RICHARDSON LN,WEDNESDAY,AMEP INC.,78610
Commercial,78759.0,9500 RESEARCH BLVD SVRD SB,LOT 1 ECHELON THE LOT 1 ECHELON SEC 2 THE LESS 221AC ROW,250000.0,15000.0,9500 RESEARCH BLVD SB,THURSDAY,SISK ROBB,78641
Residential,78723.0,1502 NORTHRIDGE DR,LOT 2 BLK P DELWOOD HEIGHTS,8000.0,1251.0,1502 NORTHRIDGE DR,MONDAY,,78751
Residential,78702.0,803 SAN SABA ST,N 5243FT OF LOT 15  N 6943FT OF LOT 16 BLK 24 GRANDVIEW PLACE,2000.0,700.0,803 SAN SABA ST,THURSDAY,"Yore Real Estate Firm, LLC",78703
Residential,78751.0,4513 AVENUE F,LOT 9 BLK 2 HYDE PARK ANNEX,5000.0,0.0,4513 AVENUE F,MONDAY,Emrobrai Homes,78758
Commercial,78703.0,2406 LAKE AUSTIN BLVD,LOT 6 BLK 6 JOHNSON CHARLES ADDN,1500.0,250.0,2406 LAKE AUSTIN BLVD,THURSDAY,,78703
Residential,78703.0,3311 BRYKER DR,W CEN 65 X 110 FT N PT BLK 5 BRYKERWOODS E,5000.0,0.0,3311 BRYKER DR,MONDAY,DAR Construction,78714
Residential,78704.0,1805 ANITA DR,LOT 3 BLK B BARTON HEIGHTS B ANNEX,5000.0,1200.0,1805 ANITA DR,TUESDAY,DAR Construction,78714-2028
Commercial,78701.0,307 W 5TH ST,LOT 10 BLOCK 045 ORIGINAL CITY,1500.0,3400.0,307 W 5TH ST,THURSDAY,Anker Builders,78704
Residential,78702.0,2208 S L DAVIS AVE,,4000.0,900.0,2208 S L DAVIS AVE,TUESDAY,"Cool River Custom Homes, Inc.",78680-1474
Commercial,78703.0,3809 W 35TH ST,ABS 313 SUR 8 GILBERT D J ACR 2825,0.0,0.0,3809 W 35TH ST,FRIDAY,"Don Carlos Allen, Inc.",78758
Residential,78705.0,206 E 30TH ST,,3500.0,1650.0,206 E 30TH ST,THURSDAY,DAR Construction,78714-2028
Residential,78751.0,3904 AVENUE G,CEN 52 FT LOT 25 SHADOW LAWN,500.0,400.0,3904 AVENUE G,FRIDAY,Melde Construction Company (Main),78701
Residential,78703.0,1801 EXPOSITION BLVD,04491 AC OF LOT 14 BLK 18 WESTFIELD A,15000.0,2600.0,1801 EXPOSITION BLVD,FRIDAY,DAR Construction,78714-2028
Commercial,78726.0,12024 VISTA PARKE DR,LOT 1 BLK D PARKE PHS B THE,0.0,0.0,12024 VISTA PARKE DR,FRIDAY,"American Constructors, Inc",78613
Residential,78756.0,5406 SUNSHINE DR,LOT 13 BLK 3 SKYLAND TERRACE,500.0,420.0,5406 SUNSHINE DR,MONDAY,,
Commercial,78748.0,8708 S CONGRESS AVE,ABS 377 SUR 22 HODGES F M ACR 62272,3500.0,3100.0,8708 S CONGRESS AVE,MONDAY,"Engen Contracting, Inc.",78783-2267
Residential,78722.0,1211 E 31ST ST,E 645FT OF LOT 23 OLT 28 DIV C AVALON A,2000.0,0.0,1211 E 31ST ST,WEDNESDAY,Soledad Builders LLC,78746
Residential,78703.0,2525 TANGLEWOOD TRL,LOT 9  N TRI OF LOT 8 BOWMAN PLACE SEC 1,5000.0,2090.0,2525 TANGLEWOOD TRL,MONDAY,The Maroney Company,78620
Residential,78731.0,3411 SPANISH OAK DR,LOT 13 BLK B BALCONES PARK NO 1,3000.0,1400.0,3411 SPANISH OAK DR,MONDAY,David Weekley Homes (MAIN),78758
Residential,78704.0,608 W MARY ST,LOT 11 BLK D BOULDIN JAMES E ADDN,7000.0,1500.0,608 W MARY ST,TUESDAY,DAR Construction,78714-2028
Residential,78727.0,12929 COVINGTON TRL,LOT 41 BLK N MILWOOD SEC 17,300.0,121.0,12929 COVINGTON TRL,TUESDAY,,78676
Residential,78703.0,1619 FOREST TRL,LOT 59  S 275 FT LOT 60 TARRY TOWN PLACE,2500.0,0.0,1619 FOREST TRL,WEDNESDAY,Tenney Construction,78703
